Sr No,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks,date
2021,Justdakhila.com,Education,School Student admissions platform,New Delhi,Ankur Gupta,Seed Funding,750.0,Not provided,06/01/2016
2022,PitStop,Consumer Internet,Automobile Service Booking App,Bangalore,Myntra/LivSpace Founders,Seed Funding,18438.5,Not provided,07/01/2016
2023,Bikxie,Consumer Internet,Two Wheeler Taxi Service,Gurgaon,Undisclosed Investors,Seed Funding,18438.5,Not provided,07/01/2016
2024,Infurnia,Consumer Internet,Online Furniture Customization platform,Bangalore,Idein Ventures,Seed Funding,160.0,Not provided,07/01/2016
2025,Myly,Education,Mobile Based Education platform,Jaipur,Newbie Promoter Pvt Ltd,Seed Funding,100.0,Not provided,07/01/2016
2026,MakeMyTrip,Consumer Internet,Online Travel/Hotel Booking platform,Gurgaon,Ctrip.com International Ltd,Private Equity,44596.25,Not provided,07/01/2016
2027,Melorra,ECommerce,Online/ Mobile Jewellery Retailer,Bangalore,Lightbox Ventures,Private Equity,5000.0,Not provided,08/01/2016
2028,ConfirmTKT,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",Seed Funding,250.0,Not provided,08/01/2016
2029,Gyaanzone,Education,Career Planning and Education Advisory Platform,Mumbai,GBIM Technologies Pvt Ltd,Seed Funding,45.0,Not provided,08/01/2016
2030,FlatFurnish,Consumer Internet,Online Furnishing Rental Platform,Gurgaon,Arun Chandra Mohan,Seed Funding,18438.5,Not provided,08/01/2016
2031,Lumiere,ECommerce,Organic Food eTailer,Bangalore,Undisclosed investors,Private Equity,18438.5,Not provided,09/01/2016
2032,Koovs,ECommerce,Online Fashion Apparel Retailer,Gurgaon,"Nahata Family, Waheed Alli",Private Equity,5400.0,Not provided,11/01/2016
2033,Wishup,Consumer Internet,Mobile app based Concierge Service,New Delhi,"500 Startups, Mato Peric, TracxnLabs",Seed Funding,18438.5,Not provided,11/01/2016
2034,FreshMenu,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,"Zodius Capital, Lightspeed Venture Partners",Private Equity,16500.0,Not provided,11/01/2016
2035,SavvyMob,ECommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,"TV Mohandas Pai, LetsVenture",Seed Funding,1000.0,Not provided,11/01/2016
2036,Fashionablyin,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,Ranjan Mahtani,Seed Funding,18438.5,Not provided,11/01/2016
2037,Shopclues,ECommerce,ECommerce Marketplace,Gurgaon,"GIC, Tiger Global Management, Nexus Venture Partners",Private Equity,44596.25,Not provided,12/01/2016
2038,Hike Messenger,Consumer Internet,P2P Messaging Service,New Delhi,"Matt Mullenweg, Adam D\\xe2\\x80\\x99Angelo, Aditya Agarwal,\\xc2\\xa0 Ruchi Sanghvi & Others",Private Equity,18438.5,Not provided,12/01/2016
2039,iBus Networks,Technology,Next Generation in-building connectivity,Bangalore,"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office",Private Equity,2300.0,Not provided,12/01/2016
2040,Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,"Equity Crest, Vinners, Sparknext",Seed Funding,250.0,Not provided,12/01/2016
2041,CarTrade,Consumer Internet,Auto Classifieds Portal,Mumbai,"Temasek Holdings, March Capital, Warburg Pincus",Private Equity,44596.25,Not provided,13/01/2016
2042,Rentomo,Consumer Internet,peer-to-peer renting Marketplace,Bangalore,Shiva Ashok & Other unnamed investors,Seed Funding,100.0,Not provided,13/01/2016
2043,Roder,Consumer Internet,inter-city cab aggregator,New Delhi,Unicorn India Ventures,Seed Funding,240.0,Not provided,13/01/2016
2044,Bucker,Consumer Internet,Food Ordering Mobile App,Hyderabad,"50k Ventures, Munish Jauhar, Pulkit Jain, Rohit Narang",Seed Funding,18438.5,Not provided,13/01/2016
2045,Care24,Healthcare,Professional Health Services Platform,Mumbai,"SAIF Partners, India Quotient",Private Equity,4000.0,Not provided,13/01/2016
2046,Obino,Healthcare,Weigh Loss Coaching,Mumbai,RoundGlass Partners,Private Equity,18438.5,Not provided,13/01/2016
2047,Snapshopr,Consumer Internet,Visual Search & Image Recognition Platform,Bangalore,Amod Malviya,Seed Funding,18438.5,Not provided,14/01/2016
2048,Buildkar,ECommerce,Construction Material Marketplace,Bangalore,"Mustafa Wajid, Umang Kumar & Others",Seed Funding,18438.5,Not provided,14/01/2016
2049,Orahi,Consumer Internet,Carpooling Mobile App,Gurgaon,Indian Angel Network,Seed Funding,520.0,Not provided,14/01/2016
2050,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,"Flipkart, Saavn, Micromax, Dhiraj Rajaram, Ambiga Dhiraj, Dinesh Agarwal, Samir Bangara, Sanjay Nath, Arihant Patni",Seed Funding,18438.5,Not provided,14/01/2016
2051,Remidio,Healthcare,Healthcare Product Manufacturer,Bangalore,Cipher-Plexus Capital Advisors & Indian HNIs,Private Equity,18438.5,Not provided,15/01/2016
2052,Fitso,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,"Varun Khurana, Samar Singla, Vinay Bansal,",Seed Funding,200.0,Not provided,15/01/2016
2053,evibe.in,Consumer Internet,Party Hall Booking platform,Bangalore,"Hyderabad Angels, Lalit Mangal,\\xc2\\xa0 Vikas Malpani, Gaurav Bhalotia, LV Prasad",Seed Funding,18438.5,Not provided,15/01/2016
2054,Zoctr,Consumer Internet,healthcare aggregator platform,Mumbai,Times Group,Seed Funding,18438.5,Not provided,15/01/2016
2055,Jobick,Consumer Internet,Mobile app based Job Search,Noida,Abhinav Mathur,Seed Funding,18438.5,Not provided,15/01/2016
2056,Plick,Consumer Internet,Instant Content Transfer Mobile App,Mumbai,Sanjay Mehta,Seed Funding,18438.5,Not provided,16/01/2016
2057,Voice Friends,Consumer Internet,Dating & Singles Chat Platform,Mumbai,Huzaifa Khorakiwala,Seed Funding,18438.5,Not provided,18/01/2016
2058,Kartrocket,Consumer Internet,SAAS DIY\\xc2\\xa0 ECommerce Platform,New Delhi,"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",Private Equity,6000.0,Not provided,18/01/2016
2059,Swiggy,Consumer Internet,Online/Mobile food ordering platform,Bangalore,"Harmony Partners, RB Investments & existing investors",Private Equity,35000.0,Not provided,19/01/2016
2060,TinyStep,Consumer Internet,Parenting Social Network,Bangalore,Flipkart,Seed Funding,18438.5,Not provided,19/01/2016
2061,Cashkaro,Consumer Internet,Coupon & Cashback platform,Gurgaon,Ratan Tata,Private Equity,18438.5,Not provided,19/01/2016
2062,Gameezop,Consumer Internet,Casual Gaming platform,New Delhi,Anand Chandrasekaran & Others,Seed Funding,18438.5,Not provided,19/01/2016
2063,DailyObjects,ECommerce,Mobile Accessories etailer,New Delhi,"Unilazer Fund,\\xc2\\xa0 Phanindra Sama, Peyush Bansal",Private Equity,1400.0,Not provided,19/01/2016
2064,Indus OS,Technology,Local language Mobile OS,Mumbai,"Omidyar Network,",Private Equity,5000.0,Not provided,19/01/2016
2065,CollegeDunia,Consumer Internet,Educational College Search platform,New Delhi,Umang Kumar,Seed Funding,445.0,Not provided,19/01/2016
2066,Villgro,Finance,Social Business Incubator & Fund,Chennai,"Lemelson Foundation, Michael and Susan Dell Foundation",Private Equity,3500.0,Not provided,19/01/2016
2067,Reddoorz,Consumer Internet,Budget Accomodation Aggregator,New Delhi,500 Startups,Private Equity,18438.5,Not provided,20/01/2016
2068,IndustryBuying,ECommerce,B2B Industrial Goods Marketplace,New Delhi,Trifecta Capital,Private Equity,1800.0,Not provided,20/01/2016
2069,Just Buy Live,ECommerce,B2B Marketplace for Distributors,Mumbai,Alpha Capital,Private Equity,20000.0,Not provided,20/01/2016
2070,IMbesharam,ECommerce,Adult Products Etailers,New Delhi / US,Undisclosed US Based Investors,Private Equity,4000.0,Not provided,20/01/2016
2071,Moodoo,Consumer Internet,Social Meeting organizer App,Mumbai / UK,Sa\\xc3\\xafd Business School Seed Fund.,Seed Funding,40.0,Not provided,20/01/2016
2072,Saral Designs,Healthcare,Women Hygiene Product Manufacturer,Mumbai,"Farooq Adam, Ambi Parameswaran,",Seed Funding,18438.5,Not provided,20/01/2016
2073,FirstCry,ECommerce,Kids Focused eTailer,Pune,Ratan Tata,Private Equity,18438.5,Not provided,21/01/2016
2074,Fisdom,Consumer Internet,Personal Finance Mobile App,Bangalore,Rob Chandra,Seed Funding,500.0,Not provided,21/01/2016
2075,Easypolicy,Consumer Internet,Online insurance policy aggregator,Noida,Unilazer Ventures,Private Equity,2200.0,Not provided,21/01/2016
2076,Housing.com,Consumer Internet,Online Real Estate Portal,Mumbai,SoftBank Corp,Private Equity,15000.0,Not provided,21/01/2016
2077,CREO,Technology,Smartphone OS Developer,Bangalore,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",Private Equity,3000.0,Not provided,21/01/2016
2078,ShabdaNagari,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,Kanpur Angels & Others,Seed Funding,200.0,Not provided,22/01/2016
2079,Little,Consumer Internet,Deal Discovery App,Bangalore,GIC,Private Equity,18438.5,Not provided,22/01/2016
2080,SnapBizz,ECommerce,Mobile based Retail Market Ecosystem,Bangalore,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",Private Equity,7200.0,Not provided,22/01/2016
2081,Qlivery,Consumer Internet,on-demand concierge services,Gurgaon,Chandigarh Angels Funding,Seed Funding,18438.5,Not provided,22/01/2016
2082,PlexusMD,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,"Arihant Patni, Avnish Mehra, Pranay Adhvaryu, Ravi Sampat",Seed Funding,18438.5,Not provided,22/01/2016
2083,Silvan,Technology,Home Automation & Security Solutions,Bangalore,The Chennai Angels,Seed Funding,515.0,Not provided,22/01/2016
2084,EPS,Technology,Electronic Payments Solution Company,Mumbai,APIS Partners,Private Equity,35000.0,Not provided,22/01/2016
2085,Qubole,Technology,Enterprise Cloud Based Data Processing,Bangalore,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private Equity,30000.0,Not provided,22/01/2016
2086,Gajty,Healthcare,Salons & Spa Chain,Gurgaon,Purvi Ventures,Seed Funding,18438.5,Not provided,22/01/2016
2087,SIFTR Labs,Consumer Internet,Photography curation & Aggregator platform,Mumbai,Venture Catalysts,Seed Funding,150.0,Not provided,25/01/2016
2088,Power2SME,Consumer Internet,SME Online Buying Hub,Gurgaon,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",Private Equity,21000.0,Not provided,25/01/2016
2089,SkyCandle,ECommerce,Home D\\xc3\\xa9cor Product etailer,New Delhi,GPA group,Private Equity,18438.5,Not provided,25/01/2016
2090,Teabox.com,ECommerce,Specialty Tea ETailer,Siliguri,Ratan Tata,Private Equity,18438.5,Not provided,27/01/2016
2091,Buildzar,ECommerce,Construction Material ETailer,Gurgaon,Puneet Dalmia,Private Equity,4000.0,Not provided,27/01/2016
2092,Applicate,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bangalore,Undisclosed investors,Seed Funding,1000.0,Not provided,27/01/2016
2093,WhatsOnRent,ECommerce,Online Rental Marketplace,Bangalore,Lalit Mangal & Others,Seed Funding,18438.5,Not provided,27/01/2016
2094,Zebi (yet to launch),Technology,Data Intelligence & Analytics,Hyderabad,Un disclosed investors,Seed Funding,1000.0,Not provided,28/01/2016
2095,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",Seed Funding,370.0,Not provided,28/01/2016
2096,JustDoc,Consumer Interne,Medical Video Consultation platform,Bangalore,"TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs",Seed Funding,18438.5,Not provided,28/01/2016
2097,Myeglu,Technology,Connected Smart Home Solutions,Bangalore,Foxconn Technology Group & Others,Seed Funding,18438.5,Not provided,28/01/2016
2098,BitGiving,Consumer Internet,Crowd Funding Platform,New Delhi,"Harminder Sahni, Krishna Mehra, Sanjay Bakshi",Seed Funding,18438.5,Not provided,29/01/2016
2099,Qriyo,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,Idein Ventures,Seed Funding,160.0,Not provided,29/01/2016
2100,N.O.W,Consumer Internet,Rental Bike Aggregator App,Noida,Maple Capital Advisors,Seed Funding,18438.5,Not provided,29/01/2016
2101,Aisle,Consumer Internet,Indians focused Matchmaking App,Bangalore,"TermSheet, ah! Ventures",Seed Funding,185.0,Not provided,29/01/2016
2102,FreshMenu,Consumer Internet,Fresh Food Delivery platform,Bangalore,"Zodius Technology Fund, Lightspeed Venture Partners",Private Equity,17000.0,Not provided,29/01/2016
2103,Truebil,ECommerce,Online marketplace for cars,Mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",Private Equity,5150.0,Not provided,29/01/2016
2104,Rare Media,Technology,Mobile & Cloud based App developer,New Delhi,Info Edge (India) Ltd,Private Equity,1100.0,Not provided,29/01/2016
2105,TinMen,Consumer Internet,Food Delivery Platform,Hyderabad,Lead Angel Network,Seed Funding,18438.5,Not provided,29/01/2016
2106,CodingLabs,Technology,Coding Skill Showcase & Resume Builder,Hyderabad,Vineet Nalla,Seed Funding,18438.5,Not provided,29/01/2016
2107,FindUrClass,Consumer Internet,Hobby & Activity Class Aggregator,Mumbai,"Amit Patni, Anirudh Damani, Samir Shah",Seed Funding,18438.5,Not provided,30/01/2016
2108,DesignBids,Consumer Internet,Interior Design Marketplace,New Delhi,Indian Angel Network,Seed Funding,18438.5,Not provided,30/01/2016
2109,CollegeDekho,Online Education Information platform,Online Lending Platform,Jaipur,GirnarSoft,Seed Funding,1000.0,Not provided,01/12/2015
2110,Black White Orange Brands,Brand Licensing Startup,Online Lending Platform,Mumbai,YouWeCan Ventures,Seed Funding,18438.5,Not provided,01/12/2015
2111,Biteclub,Gourmet Food Discovery & Delivery platform,Online Lending Platform,Gurgaon,growX ventures,Private Equity,18438.5,Pre-Series A,01/12/2015
2112,Patel Logistics,Transportation & Logistics Platform,Online Lending Platform,Mumbai,Frontline Strategy,Private Equity,5600.0,Not provided,01/12/2015
2113,Wigzo,Enterprise Marketing Automation platform,Online Lending Platform,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,500.0,Pre-Series A,01/12/2015
2114,Zapluk,"Health, Wellness & Beauty Services App",Online Lending Platform,Hyderabad,Not provided,Seed Funding,18438.5,Not provided,01/12/2015
2115,Godof Hospitals,Digital Healthcare,Online Lending Platform,New Delhi,Pankaj Gupta,Seed Funding,2000.0,Not provided,01/12/2015
2116,RoomsTonite,Last Minute Hotel Booking App,Online Lending Platform,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali Krishna",Seed Funding,1500.0,Not provided,02/12/2015
2117,Kaaryah,Womens Fashion Wear Portal,Online Lending Platform,New Delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,18438.5,Pre-Series A,02/12/2015
2118,Anakage,Product Learning platform,Online Lending Platform,Bangalore,CIO Angel Network (CAN),Seed Funding,18438.5,Not provided,03/12/2015
2119,EasyKhaana,Online Food ordering & Delivery platform,Online Lending Platform,New Delhi,Undisclosed investors,Seed Funding,100.0,Not provided,03/12/2015
2120,Shuttl,App based Bus Pooling Services,Online Lending Platform,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,20000.0,Series B,03/12/2015
2121,Eckovation,Social Learning Platform,Online Lending Platform,New Delhi,Chandigarh Angel Network (CAN),Seed Funding,18438.5,Not provided,03/12/2015
2122,Fitcircle,Social Fitness platform,Online Lending Platform,Mumbai,Beerud Sheth and Ravi Mantha,Seed Funding,18438.5,Pre-Series A,03/12/2015
2123,Applop,On Demand Mobile app developer,Online Lending Platform,Kolkata,GHV Accelerator,Seed Funding,100.0,Not provided,04/12/2015
2124,CaRPM,Car Maintenance & Management mobile app,Online Lending Platform,Gurgaon,GHV Accelerator,Seed Funding,100.0,Not provided,04/12/2015
2125,NDTV Wedding portal,Online Wedding Marketplace,Online Lending Platform,New Delhi,CerraCap,Private Equity,20000.0,Series A,04/12/2015
2126,Splitkart,Splitting Bills Mobile App,Online Lending Platform,New Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed Funding,18438.5,Not provided,04/12/2015
2127,Zenatix,IOT Energy Management Analytics platform,Online Lending Platform,Gurgaon,Blume Ventures,Private Equity,18438.5,Pre-Series A,07/12/2015
2128,Customfurnish,Custom Made furniture e-tailer,Online Lending Platform,Hyderabad,Agnus Capital,Private Equity,4500.0,Series A,07/12/2015
2129,Faasos,QSR Chain,Online Lending Platform,Pune,"ru-Net, Sequoia Capital,\\xc2\\xa0 Lightbox Ventures",Private Equity,30000.0,Series C,07/12/2015
2130,Vlurn,eLearning platform,Online Lending Platform,Mumbai,Vidyadhar Sarfare,Seed Funding,18438.5,Not provided,07/12/2015
2131,Leaf Wearables,Smart Safety Wearable Devices,Online Lending Platform,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,250.0,Not provided,07/12/2015
2132,Coolshare,Cab Sharing service Mobile app,Online Lending Platform,Mumbai,Gopal Aggarwal,Seed Funding,100.0,Not provided,07/12/2015
2133,mFicient,Cloud Enterprise Mobility Platform,Online Lending Platform,New Delhi,Undisclosed investors,Seed Funding,18438.5,Not provided,08/12/2015
2134,HeyBiz,Online Shopping Assistant Mobile app,Online Lending Platform,New Delhi,Shopclues,Seed Funding,18438.5,Strategic Funding,08/12/2015
2135,Yumist,Home Cooked Food Order & Delivery platform,Online Lending Platform,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,2000.0,Series A,08/12/2015
2136,Jigsaw Academy,Online School for Analytics learning,Online Lending Platform,Bangalore,Manipal Global Education Services,Private Equity,3000.0,Series A,09/12/2015
2137,JoeHukum,Chat based personal Assistant App,Online Lending Platform,Gurgaon,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed Funding,18438.5,Not provided,09/12/2015
2138,Voxweb,Picture creation & Social mobile app,Online Lending Platform,Mumbai,Undisclosed Investor,Seed Funding,350.0,Not provided,09/12/2015
2139,Aye Finance,Nonbanking finance company,Online Lending Platform,New Delhi,"SAIF Partners, Accion",Private Equity,3000.0,Series B,09/12/2015
